,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
7778,0.85,0,1,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,19,1.99,5.0,1.5,1,0.0,30,1125,365,6,87.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,0.33
7779,0.85,0,1,Theater District,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,20,2.5,5.0,1.5,1,0.0,30,600,276,1,60.0,8.0,4.0,10.0,6.0,6.0,2.0,0,0,0.0,0,0,0.07
7780,0.82,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,16,0.56,1.0,0.35,1,0.08,1,28,341,23,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.17
7781,0.85,0,1,Midtown,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,21,1.95,5.0,2.5,1,0.0,30,1125,365,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.08
7782,0.85,0,1,Midtown,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,21,1.95,5.0,1.5,1,0.0,30,1125,365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.07
7783,1.0,1,0,Fordham,Bronx,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,20,0.45,1.0,0.25,1,0.1,14,1124,177,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.35
7784,0.93,0,0,Morningside Heights,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,14,0.5,3.5,0.9,1,0.1,18,1125,86,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,0.26
7785,0.9,0,1,East Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,0.74,2.0,0.0,1,0.0,16,1125,0,7,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.01,0,0,0.41
7786,0.5,0,0,East Flatbush,Brooklyn,NY,US,Entire home/apt,8,1.0,4.0,4.0,Real Bed,10,3.5,0.0,1.29,4,0.0,2,29,0,1,100.0,10.0,8.0,10.0,2.0,10.0,10.0,0,0,0.02,0,0,0.07
7787,1.0,0,0,Flushing,Queens,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,31,1.1,2.0,0.3,4,0.2,2,20,64,50,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,0,0,3.08
7788,1.0,0,0,Harlem,Manhattan,NY,US,Shared room,1,1.0,1.0,1.0,Real Bed,18,0.3,0.0,0.0,1,0.0,28,360,90,13,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.02,0,0,0.66
7789,0.9,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,0.53,0.0,0.1,1,0.18,2,30,115,87,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,4.28
7790,0.95,0,0,Murray Hill,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,23,1.17,0.0,1.6,1,0.0,30,1124,365,3,87.0,8.0,9.0,8.0,8.0,9.0,8.0,1,0,0.02,0,0,0.24
7791,0.7,0,0,East Harlem,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,1.0,Real Bed,22,0.9,3.0,0.7,1,0.2,1,28,151,64,89.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,3.27
7792,1.0,1,1,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,31,0.89,1.0,0.4,1,0.25,3,30,340,20,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,1,1,1.02
7793,1.0,0,1,Upper East Side,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,22,3.99,2.5,1.1,4,0.4,4,120,303,61,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,3.01
7794,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,6,1.5,3.0,4.0,Real Bed,20,3.69,2.0,1.25,4,0.25,6,60,127,52,93.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.02,0,0,2.57
7795,1.0,0,0,Bensonhurst,Brooklyn,NY,US,Entire home/apt,8,1.0,3.0,5.0,Real Bed,20,1.79,3.0,1.0,1,0.0,30,1125,129,23,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,1.16
7796,0.9,0,1,Bushwick,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,11,0.36,1.0,0.4,1,0.0,2,29,165,69,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,3.46
7797,1.0,0,0,Crown Heights,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,27,0.45,2.0,0.5,1,0.2,1,1125,0,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,2.0
7798,1.0,0,1,Brighton Beach,Brooklyn,NY,US,Entire home/apt,7,2.0,2.0,3.0,Real Bed,27,1.2,2.0,0.4,2,0.1,1,1125,164,84,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,4.17
7799,1.0,0,0,Greenwich Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,32,3.95,7.5,2.0,1,0.0,30,1125,260,8,95.0,10.0,10.0,9.0,9.0,10.0,9.0,1,0,0.02,0,0,0.45
7800,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,36,1.98,2.0,0.85,2,0.3,3,1124,111,85,88.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.02,0,0,4.23
7801,1.0,1,0,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,2.0,Real Bed,19,1.59,0.0,1.0,2,0.35,30,1124,337,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.7
7802,1.0,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,2.0,Real Bed,37,1.2,1.5,0.65,2,0.25,2,28,101,64,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,3.53
7803,1.0,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,19,1.15,1.5,0.65,1,0.1,2,1125,135,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.86
7804,1.0,0,1,Park Slope,Brooklyn,NY,US,Entire home/apt,10,2.5,3.0,8.0,Real Bed,45,6.0,5.0,2.5,5,0.5,6,42,69,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.52
7805,1.0,1,1,Forest Hills,Queens,NY,US,Private room,1,2.0,1.0,1.0,Real Bed,20,0.4,1.0,0.3,1,0.3,1,30,329,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,1.38
7806,1.0,0,0,Chinatown,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,4.0,Real Bed,16,1.78,2.0,0.69,4,0.4,1,1125,237,101,94.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,5.21
7807,1.0,0,1,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,45,1.27,0.0,0.5,1,0.25,4,150,364,10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,0.56
7808,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,29,1.95,0.0,0.5,1,0.0,3,14,3,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.63
7809,0.9,0,1,Sunnyside,Queens,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,0.75,2.0,0.6,1,0.25,30,70,131,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.31
7810,0.97,0,0,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,38,1.09,1.0,0.4,2,0.5,1,1125,33,99,91.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,4.91
7811,1.0,0,1,Crown Heights,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,28,0.88,0.0,0.6,2,0.1,1,1125,48,55,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.0,0,0,2.77
7812,0.9,0,0,Upper East Side,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,25,2.25,0.0,0.85,4,0.2,3,1125,198,42,88.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,2.2
7813,1.0,0,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,5,0.6,1.0,0.4,1,0.15,2,14,48,29,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.0,0,0,1.52
7814,1.0,1,1,East Village,Manhattan,NY,US,Entire home/apt,8,2.0,3.0,3.0,Real Bed,27,3.8,2.0,1.2,3,0.3,2,1124,43,74,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,3.93
7815,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,17,1.1,4.0,0.9,2,0.3,14,31,15,10,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.49
7816,0.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,4,2.0,2.0,3.0,Real Bed,22,1.55,10.0,1.5,1,0.0,30,1000,156,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0,0,0.02,0,0,0.35
7817,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,26,6.0,0.0,0.6,1,0.0,2,1124,119,14,88.0,9.0,9.0,9.0,9.0,10.0,8.0,0,0,0.02,0,0,0.69
7818,1.0,1,0,Ditmars Steinway,Queens,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,18,1.15,0.0,0.0,1,0.3,3,1125,333,50,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.59
7819,0.9,0,1,Bushwick,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,11,0.48,1.0,0.48,2,0.18,2,29,174,18,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,1.38
7820,0.9,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,5,1.0,1.0,2.0,Real Bed,14,1.09,1.25,0.65,2,0.15,3,29,163,56,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,2.8
7821,1.0,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,2.0,Real Bed,50,1.49,2.5,0.75,4,0.15,3,27,141,51,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,2.6
7822,1.0,1,1,Lower East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,1.95,2.3,1.0,1,0.0,5,1125,8,11,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.68
7823,1.0,0,1,Glendale,Queens,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,29,0.65,2.5,0.5,1,0.0,3,1125,118,12,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0,0,0.63
7824,1.0,0,1,East Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,27,1.75,0.0,0.3,2,0.4,6,200,26,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.47
7825,1.0,0,0,Coney Island,Brooklyn,NY,US,Entire home/apt,16,1.0,0.0,1.0,Real Bed,9,3.5,1.0,0.5,1,0.0,1,1125,364,4,95.0,10.0,8.0,9.0,10.0,10.0,9.0,0,0,0.0,0,0,1.07
7826,1.0,0,0,Coney Island,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,37,1.15,0.0,0.0,3,0.05,2,180,163,62,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,3.28
7827,1.0,0,0,East New York,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,0.9,0.0,0.1,1,0.27,4,1125,318,45,90.0,9.0,10.0,10.0,10.0,8.0,9.0,0,0,0.02,0,0,2.38
7828,1.0,0,1,Greenwich Village,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,26,1.69,1.0,0.45,1,0.09,3,20,11,20,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.05
7829,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,0.0,1.0,Real Bed,15,0.69,3.0,0.9,1,0.2,6,1125,176,10,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.52
7830,0.97,0,1,Kingsbridge,Bronx,NY,US,Private room,4,3.0,1.0,2.0,Real Bed,32,0.79,1.0,0.25,3,0.2,3,31,358,87,94.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.02,0,0,4.39
7831,1.0,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,22,2.4,2.0,0.6,2,0.35,1,1125,314,88,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,5.1
7832,1.0,0,1,Flatiron District,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,48,2.98,0.0,1.5,1,0.0,2,1125,323,56,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,2.82
7833,0.83,0,0,Long Island City,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,11,0.75,5.0,0.6,1,0.25,5,60,144,11,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.56
7834,1.0,0,1,Park Slope,Brooklyn,NY,US,Private room,2,1.0,0.0,1.0,Real Bed,14,0.62,0.0,0.35,2,0.1,1,4,307,12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.63
7835,1.0,0,1,Park Slope,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,16,0.6,0.0,0.4,2,0.3,1,60,261,57,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,2.97
7836,0.95,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,7,2.0,3.0,3.0,Real Bed,21,2.4,0.0,0.6,1,0.0,2,1124,131,26,90.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.02,0,0,1.3
7837,1.0,1,0,Murray Hill,Manhattan,NY,US,Entire home/apt,8,2.0,3.0,5.0,Real Bed,36,6.5,5.0,1.5,6,0.25,1,30,245,77,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.01,0,1,3.91
7838,0.82,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,12,0.58,2.0,0.3,1,0.08,1,1125,358,11,84.0,9.0,8.0,9.0,9.0,10.0,8.0,0,0,0.02,0,0,0.56
7839,0.64,0,1,East Village,Manhattan,NY,US,Entire home/apt,1,1.0,0.0,1.0,Real Bed,14,1.22,0.0,0.5,1,0.0,6,29,46,11,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.64
7840,1.0,0,1,Inwood,Manhattan,NY,US,Entire home/apt,7,1.0,2.0,4.0,Real Bed,22,1.79,2.5,1.0,4,0.2,2,1125,151,35,88.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.02,0,0,1.85
7841,0.86,0,1,Edgemere,Queens,NY,US,Private room,3,1.0,0.0,1.0,Real Bed,18,0.5,0.0,0.35,2,0.15,1,10,248,62,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.35
7842,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,29,1.25,8.0,0.95,4,0.5,31,61,164,2,80.0,9.0,10.0,10.0,8.0,9.0,9.0,0,0,0.02,0,0,0.12
7843,1.0,0,1,Flatbush,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,0.44,0.0,0.75,1,0.1,3,150,158,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,1.2
7844,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,10,2.0,3.0,3.0,Real Bed,44,2.99,3.0,1.25,4,0.1,2,60,46,56,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,3.11
7845,0.0,0,1,Bushwick,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,0.32,2.0,0.4,1,0.15,5,1124,0,3,100.0,10.0,10.0,10.0,10.0,6.0,10.0,0,0,0.02,0,0,0.15
7846,1.0,1,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,33,1.97,3.75,1.1,2,0.0,3,31,70,27,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.42
7847,1.0,1,1,Bushwick,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,35,0.75,0.0,0.25,2,0.0,1,1125,354,7,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1,0,0.0,0,0,1.19
7848,1.0,0,1,Midtown,Manhattan,NY,US,Entire home/apt,6,1.0,0.0,3.0,Real Bed,33,1.25,1.5,0.79,2,0.25,2,1125,6,41,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,2.17
7849,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,33,1.85,1.0,0.85,2,0.25,1,1125,68,74,89.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0.02,0,0,3.8
7850,1.0,1,1,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,5,1.0,0.0,4.0,Real Bed,33,1.34,0.0,0.5,2,0.4,1,30,41,50,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.61
7851,1.0,1,1,Inwood,Manhattan,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,34,0.6,0.0,0.22,1,0.15,3,95,330,80,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.0,0,0,4.49
7852,1.0,1,1,Brooklyn Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,16,1.99,5.0,0.75,1,0.0,2,1125,0,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.37
7853,0.78,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,22,2.2,1.5,0.85,1,0.0,3,20,23,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.17
7854,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,3,1.5,1.0,2.0,Real Bed,43,0.65,0.0,0.3,2,0.35,1,1125,244,94,98.0,10.0,9.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,4.76
7855,1.0,0,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,32,0.85,0.0,0.35,2,0.0,2,27,0,24,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,1.26
7856,1.0,1,1,Harlem,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,3.0,Real Bed,31,1.5,3.0,1.0,1,0.0,4,1125,273,14,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,0.8
7857,0.82,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,12,1.05,2.0,0.5,1,0.08,1,1,344,9,89.0,9.0,9.0,10.0,9.0,10.0,9.0,0,0,0.02,0,0,0.52
7858,0.9,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,6,2.5,2.0,3.0,Real Bed,31,1.6,0.0,1.3,4,0.2,2,15,1,46,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,2.34
7859,1.0,0,0,Flatbush,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,11,1.0,0.0,0.0,1,0.2,2,30,363,33,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0,0,1.72
7860,0.5,0,0,Prospect-Lefferts Gardens,Brooklyn,NY,US,Private room,1,1.5,1.0,1.0,Real Bed,22,0.5,0.0,0.4,1,0.0,4,15,1,5,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.26
7861,1.0,0,1,Arrochar,Staten Island,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,26,1.22,2.5,0.6,5,0.1,2,30,25,24,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,1.35
7862,1.0,1,0,Flushing,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,29,0.51,1.25,0.25,1,0.26,2,90,354,103,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,5.25
7863,1.0,1,0,Morningside Heights,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,19,1.39,1.0,0.1,3,0.2,1,14,0,68,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,3.51
7864,1.0,1,1,Ditmars Steinway,Queens,NY,US,Entire home/apt,5,1.0,2.0,3.0,Real Bed,19,2.0,5.0,1.2,3,0.5,2,1125,77,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.06
7865,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,8,2.0,5.0,5.0,Real Bed,25,2.25,2.5,1.6,2,0.25,4,1125,57,47,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,2.47
7866,0.8,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,16,1.49,0.0,0.7,2,0.1,3,1125,331,41,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,2.88
7867,0.86,1,1,South Slope,Brooklyn,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,25,0.9,2.0,1.0,3,0.25,3,1125,53,61,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,3.15
7868,1.0,1,0,Harlem,Manhattan,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,19,1.3,5.0,0.5,2,0.1,2,14,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.08
7869,1.0,1,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,22,1.99,2.5,0.5,2,0.35,2,4,84,59,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,3.05
7870,1.0,0,0,Bushwick,Brooklyn,NY,US,Entire home/apt,4,2.0,2.0,2.0,Real Bed,35,1.45,2.5,0.75,4,0.2,7,1125,309,13,92.0,9.0,8.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,0.72
7871,1.0,0,1,South Slope,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,29,0.85,2.5,1.5,1,0.0,3,1125,229,4,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0,0.01,0,0,0.22
7872,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,13,1.61,2.5,1.5,1,0.0,2,28,256,33,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,1.73
7873,0.8,0,0,West Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,47,1.7,6.0,0.9,2,0.4,30,1125,364,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.56
7874,0.9,0,1,Kips Bay,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,30,3.49,2.5,0.99,3,0.4,4,100,213,57,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,2.88
7875,1.0,0,1,Prospect Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,0.95,5.5,0.5,1,0.1,2,50,15,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.76
7876,1.0,0,1,Crown Heights,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,10,0.5,0.0,0.25,1,0.0,3,31,0,16,91.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.9
7877,1.0,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,24,1.01,0.0,0.3,4,0.25,1,30,23,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0,0,0.98
7878,0.96,1,0,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,24,1.26,0.0,0.49,1,0.25,1,1125,149,90,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,4.54
7879,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,7,2.0,2.0,3.0,Real Bed,37,4.39,5.0,0.83,4,0.36,1,1125,294,82,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,4.11
7880,0.9,1,1,Upper East Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,3.0,Real Bed,31,2.3,2.5,0.8,1,0.0,14,361,72,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.2
7881,0.96,1,0,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,1.29,0.0,0.49,1,0.25,1,1125,150,90,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,4.58
7882,0.96,1,0,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,1.19,0.0,0.49,1,0.25,1,1125,165,91,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,4.69
7883,1.0,0,1,West Brighton,Staten Island,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,0.49,1.0,0.25,1,0.0,2,28,332,35,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.79
7884,0.8,0,1,Upper East Side,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,2.0,Real Bed,14,1.0,0.0,0.5,2,0.25,1,7,44,27,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,1.52
